evaluation,label,正面为0，中立为1，负面为2,,,,,,,,,,,,,,,,,,,
当所有人认为感冒一下是政治正确，然后那些阳性患者不戴口罩，觉得反正自己已经感染的，无所谓了。然后那些戴着口罩全副武装的人反而成了小丑，他当然知道这是大势所趋，但是没事为什么要生病呢，为什么所谓的感冒就变成了正常行为呢？,2，82，90,2，82，90,,,,,,,,,,,,,,,,,,,
三年带走了我们多少同胞，向所有最美的逆行者致敬…,0，22，23,0，22，23,,,,,,,,,,,,,,,,,,,
每天看广州疫情，感觉没有太多人讨论发烧，整体稳定，也没有看到买药难的留言，感觉广州整体管理的水平比如药店那些秩序都不错，虽然前段每天新增第一名就是广州。一搜索保定，北京疫情感觉很多人说发烧。所以还是可以继续研究气象，温度，环境，湿度等影响。,1,1,,,,,,,,,,,,,,,,,,,
心情很不好。,2，3，5,2，3，5,,,,,,,,,,,,,,,,,,,
第三天，昨晚睡觉前吃了布洛芬，出了一宿汗，烧退了，嗓子发干，痰多。没什么食欲。浑身疼痛，尤其肩颈，腿肚子部位。闹肚子，但不是特别严重。今天已经比第一天轻快很多。,1,1,,,,,,,,,,,,,,,,,,,
坐标河北保定，我就是出去买了一次菜，第二天出去买了一次蛋糕，第三天出去倒垃圾，第四天出门打水，现在正在阳中，我们家老大今天开始嗓子疼，我都不知道怎么感染上的？是不是买的东西携带病毒？,1,1,,,,,,,,,,,,,,,,,,,
什么？还排上长龙了？你们难道没看吗？阳了发烧就居家隔离，吃退烧药，去什么门诊？你们难道还没有准备好药吗？你们的信息是多么闭塞，赶紧看看放开这几天全国各地网民的做法吧。,2，56，62,2，56，62,,,,,,,,,,,,,,,,,,,
阳了的第六天，还是会感冒咳嗽，咳嗽严重的话就是会呕吐，嗅觉和味觉暂时还没有恢复。,1,1,,,,,,,,,,,,,,,,,,,
咱就说，网友说的并不夸张，只是他们不上报，我身边确实好多朋友阳性，好多人发烧，包括我在内，怎么说呢？都这样了，保定你要是想消失，你就开学，现在头还疼呢，能不能管管。,2，77，81,2，77，81,,,,,,,,,,,,,,,,,,,
这两个城市，是放开后最先爆出“失控”的地方。博主之前也曾关注过，也曾发过声。公布的数量依然是个位数，与网上数量反差巨大。,2，54，59,2，54，59,,,,,,,,,,,,,,,,,,,
身边真的好多发烧还有咳嗽的，阳的比没阳的还多，哎！,2，15，22,2，15，22,,,,,,,,,,,,,,,,,,,
阳了的第五天，不再发烧了，但还是鼻塞，咳嗽，嗓子疼，渐渐好转了！,1,1,,,,,,,,,,,,,,,,,,,
大家记得打疫苗，至少也要每半年打一次。如果你没打第三针那赶紧去打，打了第三针如果超过半年再去打。顺便还可以打流感疫苗，出门戴口罩，回家第一件事就要洗手，外套放好不要带进卧室。还有一个很重要的就是经常清洁一下手机。,1,1,,,,,,,,,,,,,,,,,,,
亲戚朋友们都陆续烧了～我每天瑟瑟发抖，担心我到底是哪天开始，我倒是不怕，因为有印象以来，就没发过烧，不知道这次如果赶上，会怎么样的感受！！这倒还好，就担心孩子啊，如果不是因为孩子，早回家与父母同甘共苦了，起码在他们难受的时候，我还能帮忙做个饭！！！,1,1,,,,,,,,,,,,,,,,,,,
天价抗原，天价药。看你现在闹不闹。封控时期要解封，解封时期闹要封。封了骂，不封骂。网络喷子可劲骂。封了有人管，现在好了，你挣的钱够买药的不？,2，42，48,2，42，48,,,,,,,,,,,,,,,,,,,
莫名奇妙冲上热搜后的保定！到底发生了什么？,2，1，4,2，1，4,,,,,,,,,,,,,,,,,,,
闻不到味道了拉粑粑也不臭了，铲猫屎也不臭了，猫嘴也不臭了，药也不苦了，猕猴桃也没有猕猴桃味儿了。,1,1,,,,,,,,,,,,,,,,,,,
熟悉的铺子，亲切的味道，笑容可掬的老板，心心念的驴肉火烧，久违的烟火气，又回来了，平静的生活真好。,0，42，50,0，42，50,,,,,,,,,,,,,,,,,,,
做高冒险、高利润性质的事情，对运气的要求比较高，不同于一般。这叫捞偏门。想捞偏门？先问问自己有没有这个面相。,2，37，40,2，37，40,,,,,,,,,,,,,,,,,,,
昨天中午小区核酸点撤除，只做了一上午核酸据说就有6管异常。停止核酸也就是社会面不再检测出阳性，真的要靠自己的免疫力了，也许过一阵子四处都是阳，却无人知晓，只能慢慢调整好自己的心态。封了20多天，今天打车去越秀上班，车流量并未回归疫情前夕水平，早高峰一路畅通。,1,1,,,,,,,,,,,,,,,,,,,
最近确实戾气较重，看到全网都在骂刘红英平衡了很多。,2，12，16,2，12，16,,,,,,,,,,,,,,,,,,,
最近到处都是解封的消息，很怕从一个极端走向另一个极端。不能无休止的封控，无休止的强迫核酸，但也怕盲目放开，现在疫情，新增人数还是持续上升的态势。突然，哪儿都不查核酸和健康码了，堂食也全部恢复了，学校幼儿园的，谁还敢去反正我不敢。,2，49，52,2，49，52,,,,,,,,,,,,,,,,,,,
总结一下:这次让大学生们离开广州就是要与病毒共存，这不就算躺平吗？,2，20，24,2，20，24,,,,,,,,,,,,,,,,,,,
自求多福。以后omicron危害应该是不给说的了，说了也要被扣帽子叫“防疫爱好者”。那就以后科普一下，怎么做好防护，保护好自己、小孩、老人。,2，1，4,2，1，4,,,,,,,,,,,,,,,,,,,
重点从业人员7天两检，每次13块左右。我好烦啊！,2，21，22,2，21，22,,,,,,,,,,,,,,,,,,,
中国三年抗疫毁于广州，全国跑毒开始了！,2，5，10,2，5，10,,,,,,,,,,,,,,,,,,,
政府的公信力呢？党员的实事求是呢？,"2,1,9","2,1,9",,,,,,,,,,,,,,,,,,,
郑州政府是最没有公信力的政府。,2，6，11,2，6，11,,,,,,,,,,,,,,,,,,,
郑州目前疫情这么严重，为啥机动车还是要限行，为啥不取消限行，减少交叉感染机会？ 疫情期间，郑州交警为啥不能变通一下？另外疫情期间，路上都没有机动车形式了，空荡荡的，但是郑州的天气依然是雾霾笼罩，那么，雾霾天气就不是机动车尾气造成的。,2，50，57,2，50，57,,,,,,,,,,,,,,,,,,,
郑州没有疫情也没有住满的方舱医院，只不过是因为修路给我们拦家里了。,2，29，31,2，29，31,,,,,,,,,,,,,,,,,,,
郑州可真是让人失望的城市，本来是打算在这里就业的，但现在一看，这个城市真的留不住人。,2，8，9,2，8，9,,,,,,,,,,,,,,,,,,,
郑州扯了这么好几天，到底有多少病例？多少例无症状感染者数据统计出来没？,2，3，9,2，3，9,,,,,,,,,,,,,,,,,,,
正常？去医院复诊都要48小时！去医院之前先排队1个钟再等8个钟先可以去医院！这叫正常？非常不方便咯！,2，44，48,2，44，48,,,,,,,,,,,,,,,,,,,
整场看下来除了公布了疫情源头，其他基本没一点干货。,2，20，24,2，20，24,,,,,,,,,,,,,,,,,,,
真是无语，当初上海为什么不让放开，本来要放开的，又给上面拉回去。把经济给搞死了，开放以来，经济最差的一年！,2，1，4,2，1，4,,,,,,,,,,,,,,,,,,,
这种热搜不撤，兰州小孩的热搜就撤，被网暴致死的老师的热搜就撤，微博审核你出生的时候亲妈被原子弹炸没了吗？怎么会有这样的价值观?,2，53，62,2，53，62,,,,,,,,,,,,,,,,,,,
这疫情太有意思了，等于小区出了一个阳性，整个小区的人都作陪。我们小区有一个人阳了，因为她让儿子混进了小区里，然后阳了。整个小区的人又关了七天，她也没受到什么处罚，物业对自己的工作失误没有任何解释。所以这种封控模式合理吗？,2，90，97,2，90，97,,,,,,,,,,,,,,,,,,,
这疫情不知道何年何月才能结束呢？,1,1,,,,,,,,,,,,,,,,,,,
这些股在九安大帝面前连屁都不算，微博上这些财经媒体，有一个算一个，和杂种没啥区别。,2，35，36,2，35，36,,,,,,,,,,,,,,,,,,,
这是可以上热搜的吗快撤了吧影响不好。,2，14，17,2，14，17,,,,,,,,,,,,,,,,,,,
这两天关于疫情的热搜，和核酸检测的热搜…风向好像是在告诉我们，以后全民核酸也要掏钱的意思？？？,2，36，41,2，36，41,,,,,,,,,,,,,,,,,,,
这就是绝望的画面吧。,2，4，5,2，4，5,,,,,,,,,,,,,,,,,,,
这几个魑魅魍魉在这逼逼赖赖什么呢？水平这样还能做到这个位置？害，郑州完了。,2，33，36,2，33，36,,,,,,,,,,,,,,,,,,,
这话题能在热门飘这么久，本身就是一种信号，县城和大城市不同之处太多了，比如财政更弱，光核酸收费还是免费的事，就够吵一阵的；县城里打工人抵抗风险的能力也更弱，县城可没大城市的什么金融互联网科技公司，还能玩远程办公，工资照样发。,1,1,,,,,,,,,,,,,,,,,,,
这个压力是对人？对特定的某群人？如果对人压力最大的就是普通老百姓，当下工资不涨反降各种裁员，封控期间无收入来源（不含体制内）但是基本生活保障成本翻翻，越来越多的人没有工作，钱也花完了，疫情对于没钱的人还算压力吗。,2，82，85,2，82，85,,,,,,,,,,,,,,,,,,,
这个话题，是为核酸收费找理由的吧？,2，8，12,2，8，12,,,,,,,,,,,,,,,,,,,
这不用预测，吵着要放开，现在也正慢慢放开，可以想象以后疫情一波又一波的感染，由以前政府担的责任，慢慢落实到个人承担，医疗费用一大堆将由个人支付！还有放开经济就能上去吗？醒醒吧！看看欧美日韩早就放开了，经济怎么样？,2，75，83,2，75，83,,,,,,,,,,,,,,,,,,,
这边提问完，那边对着稿念，换我上都不好意思演这么差。,2，22，25,2，22，25,,,,,,,,,,,,,,,,,,,
这本该属于我们的盛世与自由，怎么现在却成了庆幸？,2，19，23,2，19，23,,,,,,,,,,,,,,,,,,,
折腾吧，反正无儿无女的，没啥输不起。,2，13，17,2，13，17,,,,,,,,,,,,,,,,,,,
怎么说呢，何不食肉糜吧。当疫情被封在家你在担心生存问题时，有人在为没有为女儿过上18岁生日的深深自责，我相信刘主任作为一个母亲真的很自责，毕竟她不会担心下个月发不出工资，这就是人与人的悲喜并不相同。,2，6，10,2，6，10,,,,,,,,,,,,,,,,,,,
怎么不来个热搜：老百姓抗疫情压力有多大？？？,2，15，19,2，15，19,,,,,,,,,,,,,,,,,,,
在亲自围观了两个超级的城市均出现“一开始大家都劝居家隔离，阳了一栋楼以后纷纷要求转运”的情况之后，我陷入了沉思。看来人类和人性这玩意儿真的是靠不住的。之前大家都一直被保护的太好啦！很多人甚至失去了对危险的警惕感。,2，96，105,2，96，105,,,,,,,,,,,,,,,,,,,
在哪里活着都一样，没钱压力最大！,1,1,,,,,,,,,,,,,,,,,,,
再难有平民百姓难吗？,2，3，9,2，3，9,,,,,,,,,,,,,,,,,,,
再难有老百姓难？,2，3，7,2，3，7,,,,,,,,,,,,,,,,,,,
越小的地方，压力越大。因为声音转不出去，动不动就可以被封？,2，7，10,2，7，10,,,,,,,,,,,,,,,,,,,
又想到了呼市这一个月来的新闻发布会。今天突增900多阳性病例，平时上午十点的发布会延迟到下午，然而念的是大多是网上一早已经发布过的信息（不仅仅是今天）。简要的信息里看不出具体情况（管控区、社会面等）。,2，83，89,2，83，89,,,,,,,,,,,,,,,,,,,
有着额外开支的不单有县城的财政，更有广大民众。,1,1,,,,,,,,,,,,,,,,,,,
有一说一，为什么去年我们防疫的时候没有那么多事，今年却事特多？因为去年我们的防疫是外紧内松，外国来的入境查得严，隔离久，而今年却是外松内紧。,2，28，30,2，28，30,,,,,,,,,,,,,,,,,,,
有阳人在家都自愈了还不拉走。,2，7，13,2，7，13,,,,,,,,,,,,,,,,,,,
有人因为疫情封控被逼无奈跳楼，而有人粉墨登场抒情卖惨。,2，11，14,2，11，14,,,,,,,,,,,,,,,,,,,
有人关心新疆么？有人回想过4到6月的上海么？,1,1,,,,,,,,,,,,,,,,,,,
有感于一句话：越穷的地方防疫越严格，因为他们没事干，只有折腾人才能显示出权力。,2，29，31,2，29，31,,,,,,,,,,,,,,,,,,,
应该全国放开。省的其他省份把广州人当病毒似的严防死守。,2，23，26,2，23，26,,,,,,,,,,,,,,,,,,,
"因为疫情关系期中考试推迟了一个月,我感觉压力很大（最近又要封城）。",2，21，24,2，21，24,,,,,,,,,,,,,,,,,,,
疫情之下，相比北上广等大城市，再对比县城，其实三四线城市人民生活才最艰难！,2，31，36,2，31，36,,,,,,,,,,,,,,,,,,,
疫情下普通人生活入不敷出的比比皆是，比较庆幸的是我还没刷爆自己的信用卡。,1,1,,,,,,,,,,,,,,,,,,,
疫情蔓延，何谈日常？,2，6，9,2，6，9,,,,,,,,,,,,,,,,,,,
疫苗接种自费，核酸检测自费，居家伙食自费，隔离点自费，重症医疗自费，还是什么自费，压力就不大了。 120求救后不派车，指导线上急救上网课，非专业人士都能当医生，压力更不大了。,2，5，6,2，5，6,,,,,,,,,,,,,,,,,,,
医院要求的24h核酸怎么说？我知道我周五生病？然后再提前一周抢周四验核酸的号？,2，15，22,2，15，22,,,,,,,,,,,,,,,,,,,
衣食无忧的贵公子，向衣衫褴褛的难民讲述自己三天不能食龙虾鲍鱼的痛苦。健步如飞的人，向伤病卧床不能自理的人，诉说自己指尖划破了皮，生活不便的痛苦。就问大家感动不感动？,2，16，17,2，16，17,,,,,,,,,,,,,,,,,,,
一天新增七百，这也能解封了？ 互补吗？,2，8，13,2，8，13,,,,,,,,,,,,,,,,,,,
一切回归正常，可是真的能正常吗？,2，12，15,2，12，15,,,,,,,,,,,,,,,,,,,
一个地方压力是否大，根本上取决于是否按照规则办事，因为如果按规则来，不管难易贵贱，你是有心理预期的，但如果没有规则，靠的是人情、关系，你会发现你迟早会进入到惶恐不安的状态，至于地方大小就没那么重要了，有不讲规则的大都市，也有秩序井然的小社区。,1,1,,,,,,,,,,,,,,,,,,,
一副岁月静好的样子，实际上乱七八糟，刚把人都疏散回老家，人还在老家居家隔离，市场全部开了 人回不去 档口租金却是要交！ 什么狗屁都不知道！,2，63，68,2，63，68,,,,,,,,,,,,,,,,,,,
要是没钱的话，给生物医药企业定向收税吧。,1,1,,,,,,,,,,,,,,,,,,,
要不感冒乱跑也入刑啦。妨碍传染病防治罪啊。,2，3，9,2，3，9,,,,,,,,,,,,,,,,,,,
谣言止于智者，为什么呢？因为智者被饿死了。,2，18，19,2，18，19,,,,,,,,,,,,,,,,,,,
压力是肯定有的，但这一切都不是借口，一定要保障好老百姓的衣、食、住、行加就医，别把很多压力直接就转给百姓身上。,2，42，45,2，42，45,,,,,,,,,,,,,,,,,,,
压力大就是上午十点半准时下班，一分钟不愿多待，后面排着几百来人做核酸，愣是一个都不做了，哈哈哈好大的压力呢。,2，48，52,2，48，52,,,,,,,,,,,,,,,,,,,
压力大的是拖拖拉拉、反反复复、磨磨唧唧被封在家两个月的老百姓，好不好？,2，20，23,2，20，23,,,,,,,,,,,,,,,,,,,
压力大的不该是市民吗？还要自费核酸，真会赚钱啊。,2，14，17,2，14，17,,,,,,,,,,,,,,,,,,,
"压力大，就停了吧，大家锻炼好自己的身体
真的蛮累的，20年疫情那么严重都没这么折腾?
每天聚集排队做核酸，普通人压力也很大。现在不管你前一天工作熬夜多晚，人多累，你也休想睡一个好觉，9点前必须做核酸?
不出门也要大清早起来排队做核酸，我从一开始的理解，变得不耐烦。","2,129,131","2,129,131",,,,,,,,,,,,,,,,,,,
"学了半年的行政救济法，遇到疫情防控都变成了一张废纸，就是不讲道理更不讲法律。
湖北抄作业会抄吧？",2，29，32,2，29，32,,,,,,,,,,,,,,,,,,,
新闻发言人现在很注意形象！,1,1,,,,,,,,,,,,,,,,,,,
谢谢大城市压力更大 房租 日常开销 放哪不大 微博这些标题是越来越随便了,2，6，9,2，6，9,,,,,,,,,,,,,,,,,,,
笑死，说的就跟下面老百姓没有压力似的。,2，13，18,2，13，18,,,,,,,,,,,,,,,,,,,
笑死，放眼望去，有人还支持伟大抗议么？无了哈哈哈哈哈,2，20，21,2，20，21,,,,,,,,,,,,,,,,,,,
小县城也好，大城市也罢，压力最大的还是普通老百姓，对这部分人而言，生活的压力远大于对疫情的焦虑！上班的无所谓，照常发工资，该吃吃，该喝喝。但是老百姓不行啊，不工作就没收入，吃什么喝什么？很多人每天一睁眼，可能就在想:自己今天该怎么办？孩子的奶粉钱该从哪儿来？房租该怎么办？,2，34，38,2，34，38,,,,,,,,,,,,,,,,,,,
小县城面对疫情，就是不许发微博不许发pyq，不许跨地区活动，对外不许说，反正就私下通知，跨地区上班的，都不知道多久才能回家。,2，31，35,2，31，35,,,,,,,,,,,,,,,,,,,
小县城抗击疫情的压力真的很大，但其中也真的不乏趁机占便宜捞钱的人。就比如当时我回家刚下飞机，要做核酸自不必说，但强制要求我们集中坐机场的大巴车，一辆并未经过清扫消杀，收费为私人账户，没有乘车票据，也未要求乘客单人单排有效隔离的大巴车。,2，26，40,2，26，40,,,,,,,,,,,,,,,,,,,
